# field rbandarea 4bandarea 9bandarea NIRonly AWonly uonly gonly ronly ionly 9noAWr
KIDS_13p5_m28p2 3179.5451896 2880.8736339 2880.67930621 3541.2432495 3009.34590511 3410.55242921 3355.51125914 3112.03549862 3261.71948509 3005.66414836
KIDS_13p7_m29p2 3201.95494096 2977.10361247 2976.85257406 3541.25296843 3123.86562328 3526.66430895 3353.19562253 3140.68878413 3278.96770914 3095.59042193
KIDS_13p8_m30p2 3259.56048352 3082.43693278 3082.22506267 3540.2361064 3195.33739342 3480.21294208 3365.37911422 3214.96909577 3322.99574248 3174.80707176
KIDS_140p0_0p5 2646.47096431 2252.33067406 2252.01596649 3579.96773705 2473.23260633 3223.92993562 2933.45419757 2529.74985783 2848.63173562 2503.42520991
KIDS_140p0_1p5 2800.65785526 2539.04457596 2538.94493149 3559.17413928 2781.07548538 3473.71581258 3169.16677272 2818.1638472 3107.06805731 2688.95550705
KIDS_140p0_m0p5 2755.66385706 2379.49763204 2379.2551931 3580.01061992 2584.04623227 3510.06220286 3077.62561767 2645.14801962 2910.98933836 2602.58989797
KIDS_140p0_m1p5 3116.93237592 2600.65716681 2600.42714368 3559.07884543 2724.62884877 3489.54156197 3278.07637904 2749.23295367 3118.30981786 2913.93785026
KIDS_140p4_2p5 2911.05518283 2543.78614121 2543.65805234 3566.95219564 2712.36629538 3519.76376757 3213.97225677 2754.56485481 3087.67025803 2784.64913813
KIDS_141p0_0p5 3072.42035519 2595.09227851 2594.79831907 3615.81883086 2758.12892857 3535.25614752 3327.29753892 2788.98255925 3154.69210711 2924.44784159
KIDS_141p0_1p5 2870.43065738 2605.17761371 2605.13925956 3595.39282232 2884.69358009 3390.76498229 3221.23080838 2927.23722511 3060.63589932 2727.68687672
KIDS_141p0_m0p5 2867.23083993 2468.55049955 2468.41541407 3615.86409258 2738.49811669 3445.46632059 3161.72669084 2775.6009933 3062.28823174 2702.25455115
KIDS_141p0_m1p5 3018.17015838 2586.67401951 2586.52154427 3595.28984493 2785.9588147 3491.85694416 3177.45360992 2839.85285855 3083.65786688 2814.87840395
KIDS_141p4_2p5 2892.95400826 2513.64775501 1949.72460585 2730.82891488 2760.43063556 3489.79555168 3235.76009844 2783.48188712 3127.86290176 2123.93488218
KIDS_14p0_m31p2 3226.62599706 2814.29023064 2814.04562912 3549.68935502 2979.72358895 3459.25344829 3367.02578575 3072.16046288 3312.86191441 2995.74637563
KIDS_14p1_m32p1 3122.09532799 2872.6864666 2872.42353395 3546.54843632 3051.73021821 3517.43379427 3360.59741386 3071.65532028 3266.91650429 3040.30490475
KIDS_14p3_m33p1 3249.65068694 2931.07632929 2930.87861777 3542.09176035 3134.70054996 3338.05563009 3300.16564744 3332.67859444 3413.31228703 2985.67513543
KIDS_14p4_m34p1 2613.27780677 2453.56059078 2453.39608137 3536.6639293 3068.5946209 3488.83515866 3265.30590983 3087.78178402 3217.50931088 2561.11864263
KIDS_14p7_m28p2 3158.37546672 3035.83791197 3035.54849396 3541.24232086 3183.50879529 3503.26285792 3415.22572026 3224.09660762 3290.05144804 3097.51750491
KIDS_14p8_m29p2 3009.29736135 2603.33005039 2603.09322146 3541.25170904 2760.54749169 3242.24594431 3221.87247396 3022.39969891 3184.76102332 2733.26185286
KIDS_150p1_2p2 2957.71128327 2681.5761812 0.0 0.0 2877.35717527 3536.57639534 3313.4159188 2906.34699777 3147.72913052 0.0
KIDS_156p0_0p5 3135.08369711 2875.35564834 0.0 0.0 3031.00923254 3568.40326736 3340.26414222 3053.39323637 3208.2548169 0.0
KIDS_156p0_1p5 3159.00171431 2847.09466919 0.0 0.0 3031.23237355 3469.8278975 3356.65127425 3061.43664239 3320.53789657 0.0
KIDS_156p0_m0p5 2899.16099465 2538.11028666 0.0 0.0 2820.95305262 3453.79515018 3257.31523282 2882.69603486 3146.69741023 0.0
KIDS_156p0_m1p5 3008.33774432 2781.71570075 0.0 0.0 2985.47715677 3579.75173258 3304.2494422 3008.12896544 3197.04530438 0.0
KIDS_157p0_0p5 3039.46851713 2806.64765412 858.446579441 1116.75291682 2982.61619156 3503.04918141 3304.33967304 3006.84793681 3230.15948926 897.943899942
KIDS_157p0_1p5 3029.47558808 2800.66688725 633.874148603 851.978123327 2969.20493454 3452.98902608 3260.62745401 2996.82255621 3160.52775154 680.487111755
KIDS_157p0_m0p5 3049.26243711 2735.03722387 707.258003536 934.224102281 2920.37478346 3537.68749536 3308.59629681 2961.76775308 3149.46674527 757.978549919
KIDS_157p0_m1p5 3109.48252424 2852.73327633 628.822684355 768.145834516 3020.99900278 3474.83906126 3312.0207182 3044.45372983 3216.97934938 653.661328378
KIDS_157p4_2p5 2883.03692248 2708.40486499 2403.33797413 3235.18687244 2916.22086994 3407.1872882 3169.31905714 2960.86017811 3058.92550774 2469.03933369
KIDS_157p4_m2p5 2778.96707567 2480.31346946 1670.84408443 2558.44517388 2712.32937871 3420.53551212 3096.38985472 2766.21425065 2976.70506006 1782.67693852
KIDS_158p0_0p5 3127.79722266 2899.41897879 2899.12849222 3579.96773705 3081.28132159 3569.26558061 3397.29070885 3105.60263618 3235.34619164 3022.20920026
KIDS_158p0_1p5 3122.9512298 2925.97155086 2925.87157565 3559.134742 3071.0179926 3539.35808258 3366.91942454 3097.98066785 3240.6150724 3047.33380215
KIDS_158p0_m0p5 3191.12921164 2875.32637706 2875.03382967 3580.01061992 3011.07971625 3454.31410792 3376.55985159 3088.67430991 3308.69907067 3072.69262513
KIDS_158p0_m1p5 3045.29259807 2871.60751283 2871.34564875 3559.0788836 3079.35533262 3498.63949723 3334.40019332 3097.51842083 3224.74640198 2975.86380025
KIDS_158p4_2p5 2936.79192459 2681.56203533 2681.34874045 3566.9044533 2895.91933747 3508.28438939 3189.00516769 2992.30054461 3161.92676848 2788.08619158
KIDS_158p4_m2p5 2985.00915981 2662.43611164 2662.21749934 3566.93707023 2839.99698874 3480.60461237 3280.74282574 2869.63029594 3117.37110161 2865.09595759
KIDS_159p0_0p5 3182.90465699 2910.61463803 2910.3155647 3579.96773705 3092.2819153 3532.97648621 3379.63001548 3115.46386356 3319.91303558 3101.54808726
KIDS_159p0_1p5 2968.20790472 2774.73240854 2774.54121024 3559.134742 2962.97409606 3473.2563006 3220.88847056 3000.0892867 3073.19463835 2845.69878164
KIDS_159p0_m0p5 2975.85951323 2658.87034598 2658.60766775 3580.01061992 2866.68518058 3469.2083921 3345.7827384 2887.24417562 3203.9136359 2916.69716107
KIDS_159p0_m1p5 3205.3735488 2925.06992938 2924.77879402 3559.0788836 3086.95683267 3498.00299643 3438.76159528 3102.72272923 3328.34100079 3124.43210709
KIDS_159p4_2p5 3060.62233861 2874.50669226 2874.28706227 3566.90632331 3071.16286061 3486.81737415 3357.85948724 3095.83338243 3206.57117782 2981.57568099
KIDS_159p4_m2p5 3078.33391643 2883.66961967 2883.43834987 3566.91889177 3094.9758396 3506.02864377 3301.01943755 3126.50548286 3246.16075182 2997.14810217
KIDS_15p0_m30p2 3175.31365186 2814.75256671 2814.52109337 3540.20172124 2967.6270715 3306.40179062 3324.65953663 3137.11583104 3280.04588693 2945.39410542
KIDS_15p1_m31p2 3033.8668521 2582.98325621 2582.74418836 3549.69463428 2759.47648861 3241.65431087 3189.18827536 3016.4652496 3182.55954597 2719.97621681
KIDS_15p3_m32p1 3223.14632788 2864.92275966 2864.6596998 3546.54837271 2996.40095314 3422.66370315 3390.77638041 3098.13558555 3249.42006591 3004.8823979
KIDS_15p4_m33p1 2645.69986143 2517.50870134 2517.34545132 3542.09211654 3039.47469959 3493.25247551 3253.63501532 3056.03031002 3180.95037627 2603.9574556
KIDS_15p6_m34p1 2778.97928794 2592.5366327 2592.28532714 3536.6639293 2979.70847627 3483.16506677 3321.39574471 2998.78518198 3217.72845746 2727.74451607
KIDS_15p8_m28p2 3175.76997084 2935.37204503 2935.165645 3541.24098515 3061.29020968 3477.35248571 3393.17364839 3085.67121172 3273.63435779 3067.28742494
KIDS_15p9_m29p2 3149.79341069 2746.80355216 2746.56556561 3541.25480027 2934.87987796 3413.92173003 3394.10899354 3041.15097315 3253.17537613 2938.24289455
KIDS_160p0_0p5 3057.80051626 2822.84571228 2822.52767177 3579.96773705 3032.73285407 3538.95381838 3371.23583754 3066.70146511 3228.63665775 2946.11816564
KIDS_160p0_1p5 3146.56335516 2899.52542905 2898.40028492 3557.84947724 3082.73997509 3504.40880107 3325.30038805 3106.76160574 3246.31900245 3004.57962273
KIDS_160p0_m0p5 3021.5303 2787.50355196 2787.22793637 3580.01061992 2985.78980353 3370.60632062 3288.68513708 3016.01656329 3171.60002872 2928.81258209
KIDS_160p0_m1p5 3158.67395488 2786.89989707 2786.74934272 3559.0788836 2932.32731065 3500.57470901 3384.37688544 2960.12315509 3253.82833805 3052.56252236
KIDS_160p4_2p5 3152.62056319 2941.60554222 2941.31575531 3566.85145716 3096.24262058 3519.28019997 3364.32809601 3117.04935926 3315.38454894 3076.37616284
KIDS_161p0_0p5 2903.31105368 2657.33808812 2657.22690561 3579.96773705 2896.22965626 3524.45308722 3325.50725876 2926.59839634 3150.12536809 2801.54746802
KIDS_161p0_1p5 3207.17913245 2966.83086986 2966.1257005 3558.55813218 3096.64244511 3473.0555233 3364.33410037 3118.69522936 3317.50426772 3109.59429192
KIDS_161p0_m0p5 3176.87369262 2974.87110833 2974.57686902 3580.01061992 3144.7398729 3559.97741385 3345.0721244 3161.16658031 3308.75678635 3089.027537
KIDS_161p0_m1p5 3037.91378107 2728.55549964 2728.33242223 3559.0788836 2941.46147564 3511.57992048 3265.15338371 2961.02013337 3205.64412684 2928.50942529
KIDS_161p4_2p5 3017.23796807 2868.4402487 2868.21219734 3566.86527228 3065.59602599 3493.80145507 3303.55221081 3093.86036351 3213.45046223 2956.19511762
KIDS_161p4_m2p5 3026.23825608 2715.22437289 2714.97954239 3566.86483976 2894.68144613 3488.27592589 3231.93094217 2910.6530049 3209.79895628 2956.63825753
KIDS_162p0_0p5 3067.68029102 2782.19687678 2781.90010598 3579.96773705 2952.88843012 3548.4608137 3345.84067034 2998.5280756 3188.68506636 2964.40899925
KIDS_162p0_1p5 3192.04483907 2934.61020312 2934.39835845 3559.134742 3080.5740278 3485.01128165 3415.6853849 3096.70785706 3276.57184049 3094.69465215
KIDS_162p0_m0p5 3166.37532838 3007.75178449 1012.08162859 1254.70348451 3150.53816815 3525.94115194 3363.63025401 3172.90167827 3269.7016644 1029.38952738
KIDS_163p0_0p5 2911.70833557 2711.10399222 2710.75311853 3579.96773705 2939.72963626 3486.72470085 3279.35275174 2965.53096311 3089.20985597 2820.24912992
KIDS_163p0_1p5 2976.24512828 2834.43500086 2834.23694588 3559.134742 3039.01998347 3428.96149283 3233.62312984 3071.09856812 3108.69652493 2871.44446634
KIDS_163p0_m0p5 3085.25552397 2908.00183626 1688.76731609 2023.24194341 3108.39105289 3502.1339865 3309.54900628 3161.22757804 3230.14419848 1753.4215501
KIDS_163p0_m1p5 3142.80528446 2917.5945337 2917.33643507 3559.0788836 3082.7645014 3514.38058763 3379.33893101 3102.25361281 3293.61896921 3082.17805816
KIDS_164p0_0p5 3067.74446903 2814.15612469 2813.78887893 3579.96773705 3029.54990482 3468.80377171 3277.44417797 3071.48302554 3199.39526255 2929.46831721
KIDS_164p0_1p5 3297.11467971 3038.70290977 3038.53574164 3559.134742 3178.69445256 3542.69603858 3404.9947665 3193.75792752 3329.16353513 3158.51337629
KIDS_164p0_m0p5 2862.89989943 2580.06404103 2579.82699584 3580.01061992 2772.01341093 3458.87250189 3124.85298506 2801.14185538 3033.92493669 2770.63030811
KIDS_164p0_m1p5 3117.7937987 2783.24370975 2782.95958373 3559.0788836 2914.67991084 3415.14244787 3312.36847522 2945.00467404 3200.68887235 2991.01811666
KIDS_165p0_0p5 3217.60857371 2964.01605685 2963.72808905 3579.96773705 3110.58763262 3513.53197501 3447.73443113 3140.490462 3328.83778563 3137.64939261
KIDS_165p0_1p5 3204.41695939 3016.99400259 3016.81086947 3559.134742 3197.94934287 3516.42642219 3391.38946164 3216.2084882 3357.88664681 3145.99094331
KIDS_165p0_m0p5 3322.90491375 3034.51090924 3034.21060197 3580.01061992 3127.48082318 3563.89818756 3462.59081912 3149.67492626 3344.83257315 3222.51422858
KIDS_165p0_m1p5 3355.43956296 3138.43018898 3138.16948252 3559.0788836 3260.54196814 3544.95800482 3460.51412314 3281.71413347 3420.12216505 3269.19676349
KIDS_166p0_0p5 3217.52990636 2933.34076342 2933.10753457 3579.96773705 3069.95182354 3542.04675306 3360.24155349 3094.05921992 3327.76718963 3124.12621525
KIDS_166p0_1p5 3156.3803894 2895.80305379 2895.62227408 3559.134742 3075.07236342 3485.51371466 3361.0350837 3106.18217184 3292.30500563 3060.98669668
KIDS_166p0_m0p5 2896.38700368 2701.75267787 1618.07588437 2242.02924535 2940.36740918 3448.36632689 3258.50727728 2980.76105918 3164.33241967 1712.66380917
KIDS_166p5_2p5 2878.43490782 2618.81059971 2618.636753 3566.8975203 2927.97249262 3454.10239046 3255.60028709 2954.59444563 3130.32578523 2753.38709617
KIDS_167p0_0p5 3080.9620853 2841.95994527 2171.98767159 2827.69368963 3024.38570608 3564.7969468 3414.26910541 3052.62877391 3197.26745314 2283.09208941
KIDS_167p0_1p5 3049.1510129 2857.46552973 2857.28066654 3559.134742 3070.25588354 3488.32548734 3315.02092869 3107.44914364 3253.37714568 2976.92411759
KIDS_167p0_m0p5 2935.82682476 2660.39316477 879.608198965 1211.26180536 2878.02451205 3469.31507134 3216.9827332 2918.42080804 3176.77923837 937.238267833
KIDS_167p0_m1p5 3076.58324981 2858.29293625 2858.05313058 3559.0788836 2994.23277965 3444.66356758 3299.79875787 3047.71963345 3271.63662175 2988.40464067
KIDS_167p5_2p5 2950.41044668 2746.02977784 2745.80031444 3566.83053093 2972.99637271 3457.59228741 3325.25199694 2993.42913616 3159.29604266 2877.8279836
KIDS_167p5_m2p5 3179.00366461 2964.91052907 2964.71207973 3566.86029833 3107.43147402 3519.47373896 3393.27760531 3141.45085502 3265.68396854 3079.81284738
KIDS_168p0_0p5 2857.93668153 2667.05568144 610.476094107 879.693150546 2875.62935577 3429.60934087 3149.49563492 2915.56275597 3031.83392946 627.567835774
